206.789629753,0.195,0.236,0.165,0.36,0.306,0.296,0.302,0.229
207.62334058,0.201,0.244,0.17,0.37,0.316,0.305,0.312,0.236
207.892422683,0.207,0.251,0.175,0.381,0.325,0.314,0.321,0.243
207.55214826,0.213,0.258,0.18,0.392,0.334,0.323,0.33,0.25
207.89524372,0.219,0.265,0.185,0.402,0.343,0.331,0.339,0.257
207.922319028,0.225,0.272,0.19,0.413,0.352,0.34,0.348,0.264
208.178618054,0.231,0.279,0.195,0.423,0.361,0.349,0.357,0.271
208.492478564,0.237,0.287,0.2,0.433,0.37,0.358,0.366,0.278
208.203326253,0.243,0.294,0.205,0.444,0.379,0.367,0.375,0.285
208.911607392,0.249,0.301,0.21,0.454,0.388,0.375,0.384,0.292
208.784708547,0.255,0.308,0.215,0.464,0.397,0.384,0.392,0.299
208.119564575,0.261,0.315,0.22,0.474,0.406,0.393,0.401,0.306
208.778039723,0.267,0.322,0.225,0.484,0.415,0.401,0.41,0.313
209.055755444,0.273,0.329,0.231,0.495,0.424,0.41,0.419,0.319
209.154566303,0.279,0.336,0.236,0.504,0.433,0.418,0.427,0.326
209.11533955,0.284,0.343,0.241,0.514,0.442,0.427,0.436,0.333
209.955020996,0.29,0.35,0.246,0.524,0.45,0.435,0.445,0.34
210.813148006,0.296,0.357,0.251,0.534,0.459,0.444,0.453,0.347
210.379769282,0.302,0.364,0.256,0.544,0.468,0.452,0.462,0.353
210.82046691,0.308,0.371,0.261,0.553,0.476,0.46,0.47,0.36
210.331778942,0.314,0.378,0.266,0.563,0.485,0.469,0.479,0.367
210.518691873,0.32,0.385,0.271,0.572,0.493,0.477,0.487,0.374
210.174059714,0.325,0.392,0.276,0.582,0.502,0.485,0.496,0.38
211.179661312,0.331,0.399,0.28,0.591,0.51,0.493,0.504,0.387
211.96711694,0.337,0.405,0.285,0.6,0.518,0.502,0.512,0.394
211.372964814,0.343,0.412,0.29,0.609,0.527,0.51,0.52,0.4
212.933631893,0.348,0.419,0.295,0.618,0.535,0.518,0.529,0.407
212.892149668,0.354,0.426,0.3,0.627,0.543,0.526,0.537,0.413
212.068504632,0.36,0.432,0.305,0.636,0.551,0.534,0.545,0.42
212.43619554,0.366,0.439,0.31,0.645,0.559,0.542,0.553,0.427
212.079003493,0.371,0.446,0.315,0.654,0.567,0.549,0.561,0.433
213.75837726,0.377,0.453,0.32,0.663,0.575,0.557,0.569,0.44
213.030670374,0.383,0.459,0.325,0.671,0.583,0.565,0.577,0.446
213.492219402,0.388,0.466,0.33,0.68,0.591,0.573,0.584,0.452
214.082330458,0.394,0.472,0.335,0.688,0.599,0.58,0.592,0.459
214.167405454,0.4,0.479,0.339,0.696,0.607,0.588,0.6,0.465
214.901561328,0.405,0.485,0.344,0.704,0.614,0.596,0.607,0.472
214.73939246,0.411,0.492,0.349,0.713,0.622,0.603,0.615,0.478
214.73400349,0.416,0.498,0.354,0.721,0.63,0.611,0.623,0.484
214.888629808,0.422,0.505,0.359,0.729,0.637,0.618,0.63,0.491
215.173074472,0.428,0.511,0.364,0.736,0.645,0.625,0.638,0.497
215.43276983,0.433,0.518,0.368,0.744,0.652,0.633,0.645,0.503
215.970284983,0.439,0.524,0.373,0.752,0.659,0.64,0.652,0.509
216.32417527,0.444,0.53,0.378,0.759,0.667,0.647,0.659,0.516
216.282884974,0.45,0.537,0.383,0.767,0.674,0.654,0.667,0.522
216.194482442,0.455,0.543,0.388,0.774,0.681,0.661,0.674,0.528
216.90422533,0.461,0.549,0.392,0.781,0.688,0.668,0.681,0.534
216.743468592,0.466,0.555,0.397,0.788,0.695,0.675,0.688,0.54
216.749165464,0.471,0.562,0.402,0.795,0.702,0.682,0.695,0.546
217.880125194,0.477,0.568,0.407,0.802,0.709,0.689,0.702,0.552
217.563984407,0.482,0.574,0.411,0.809,0.716,0.696,0.708,0.558
217.037817057,0.488,0.58,0.416,0.816,0.723,0.702,0.715,0.564
217.707608185,0.493,0.586,0.421,0.822,0.729,0.709,0.722,0.57
217.679711423,0.498,0.592,0.425,0.829,0.736,0.716,0.728,0.576
218.086289204,0.504,0.598,0.43,0.835,0.743,0.722,0.735,0.582
218.359125267,0.509,0.604,0.435,0.842,0.749,0.729,0.742,0.588
218.226270706,0.514,0.61,0.439,0.848,0.755,0.735,0.748,0.594
218.464796028,0.519,0.616,0.444,0.854,0.762,0.741,0.754,0.6
218.764061777,0.525,0.622,0.449,0.86,0.768,0.748,0.761,0.605
218.45136617,0.53,0.627,0.453,0.865,0.774,0.754,0.767,0.611
218.647758473,0.535,0.633,0.458,0.871,0.78,0.76,0.773,0.617
219.247454464,0.54,0.639,0.462,0.877,0.786,0.766,0.779,0.622
219.786561323,0.545,0.645,0.467,0.882,0.792,0.772,0.785,0.628
219.51753197,0.55,0.65,0.472,0.888,0.798,0.778,0.791,0.634
219.615580408,0.556,0.656,0.476,0.893,0.804,0.784,0.797,0.639
219.801694205,0.561,0.662,0.481,0.898,0.81,0.79,0.802,0.645
220.037101545,0.566,0.667,0.485,0.903,0.816,0.795,0.808,0.65
220.934448703,0.571,0.673,0.49,0.908,0.821,0.801,0.814,0.656
220.36886083,0.576,0.678,0.494,0.913,0.827,0.807,0.819,0.661
220.513250098,0.581,0.684,0.499,0.917,0.832,0.812,0.825,0.667
220.927716862,0.586,0.689,0.503,0.922,0.837,0.817,0.83,0.672
220.933090432,0.591,0.695,0.508,0.926,0.843,0.823,0.835,0.677
220.50449414,0.596,0.7,0.512,0.93,0.848,0.828,0.841,0.683
220.796418229,0.601,0.705,0.516,0.935,0.853,0.833,0.846,0.688
221.382430126,0.606,0.71,0.521,0.939,0.858,0.838,0.851,0.693
221.779679795,0.61,0.716,0.525,0.942,0.863,0.844,0.856,0.698
221.157891939,0.615,0.721,0.53,0.946,0.868,0.849,0.861,0.703
221.519260533,0.62,0.726,0.534,0.95,0.873,0.853,0.866,0.709
221.436024625,0.625,0.731,0.538,0.953,0.877,0.858,0.87,0.714
221.343744658,0.63,0.736,0.543,0.957,0.882,0.863,0.875,0.719
222.11990822,0.634,0.741,0.547,0.96,0.887,0.868,0.88,0.724
222.97422471,0.639,0.746,0.551,0.963,0.891,0.872,0.884,0.729
222.536876098,0.644,0.751,0.556,0.966,0.895,0.877,0.889,0.734
222.800414674,0.649,0.756,0.56,0.969,0.9,0.881,0.893,0.738
222.626979755,0.653,0.761,0.564,0.972,0.904,0.886,0.897,0.743
222.114072387,0.658,0.766,0.569,0.975,0.908,0.89,0.902,0.748
223.783855862,0.662,0.77,0.573,0.977,0.912,0.894,0.906,0.753
223.750991327,0.667,0.775,0.577,0.979,0.916,0.899,0.91,0.758
223.961894137,0.672,0.78,0.581,0.982,0.92,0.903,0.914,0.762
223.08501288,0.676,0.785,0.585,0.984,0.924,0.907,0.918,0.767
224.286118865,0.681,0.789,0.59,0.986,0.927,0.911,0.921,0.772
224.571506808,0.685,0.794,0.594,0.988,0.931,0.914,0.925,0.776
224.65907908,0.69,0.798,0.598,0.989,0.934,0.918,0.929,0.781
224.622796455,0.694,0.803,0.602,0.991,0.938,0.922,0.932,0.785
224.044488818,0.698,0.807,0.606,0.993,0.941,0.925,0.936,0.79
224.09377725,0.703,0.811,0.61,0.994,0.944,0.929,0.939,0.794
224.495181812,0.707,0.816,0.614,0.995,0.948,0.932,0.942,0.798
225.923553665,0.711,0.82,0.618,0.996,0.951,0.936,0.945,0.803
225.767243107,0.716,0.824,0.623,0.997,0.954,0.939,0.948,0.807
225.511510128,0.72,0.829,0.627,0.998,0.956,0.942,0.951,0.811
225.952032245,0.724,0.833,0.631,0.999,0.959,0.945,0.954,0.815
225.515172442,0.728,0.837,0.635,0.999,0.962,0.948,0.957,0.82
225.64777435,0.733,0.841,0.639,1.0,0.965,0.951,0.96,0.824
226.271561707,0.737,0.845,0.643,1.0,0.967,0.954,0.963,0.828
226.728561665,0.741,0.849,0.647,1.0,0.97,0.957,0.965,0.832
226.975080332,0.745,0.853,0.65,1.0,0.972,0.96,0.968,0.836
227.872392078,0.749,0.857,0.654,1.0,0.974,0.962,0.97,0.84
227.067732849,0.753,0.86,0.658,1.0,0.976,0.965,0.972,0.844
227.81577623,0.757,0.864,0.662,0.999,0.978,0.967,0.974,0.848
227.724644893,0.761,0.868,0.666,0.999,0.98,0.969,0.977,0.851
227.77859331,0.765,0.872,0.67,0.998,0.982,0.972,0.979,0.855
228.936501977,0.769,0.875,0.674,0.997,0.984,0.974,0.981,0.859
228.504345502,0.773,0.879,0.677,0.996,0.986,0.976,0.982,0.863
228.201605875,0.777,0.882,0.681,0.995,0.987,0.978,0.984,0.866
229.752767633,0.781,0.886,0.685,0.994,0.989,0.98,0.986,0.87
229.82802248,0.785,0.889,0.689,0.993,0.99,0.982,0.987,0.873
229.375284553,0.788,0.893,0.693,0.992,0.991,0.983,0.989,0.877
229.72051703,0.792,0.896,0.696,0.99,0.993,0.985,0.99,0.88
230.799526354,0.796,0.899,0.7,0.988,0.994,0.987,0.991,0.884
230.38507531,0.8,0.902,0.704,0.986,0.995,0.988,0.993,0.887
230.981703548,0.803,0.906,0.707,0.984,0.996,0.99,0.994,0.89
230.957205652,0.807,0.909,0.711,0.982,0.997,0.991,0.995,0.894
230.444632134,0.81,0.912,0.715,0.98,0.997,0.992,0.996,0.897
231.821766261,0.814,0.915,0.718,0.978,0.998,0.993,0.997,0.9
231.04797795,0.818,0.918,0.722,0.975,0.999,0.994,0.997,0.903
231.281580923,0.821,0.921,0.725,0.973,0.999,0.995,0.998,0.906
231.678410573,0.825,0.924,0.729,0.97,0.999,0.996,0.999,0.909
232.26892037,0.828,0.927,0.732,0.967,1.0,0.997,0.999,0.912
232.879039008,0.831,0.929,0.736,0.964,1.0,0.998,0.999,0.915
232.60336264,0.835,0.932,0.739,0.961,1.0,0.998,1.0,0.918
233.655192895,0.838,0.935,0.743,0.958,1.0,0.999,1.0,0.921
233.67697453,0.842,0.937,0.746,0.954,1.0,0.999,1.0,0.924
233.45494346,0.845,0.94,0.75,0.951,1.0,0.999,1.0,0.926
233.166595305,0.848,0.942,0.753,0.947,0.999,1.0,1.0,0.929
233.332859456,0.851,0.945,0.757,0.944,0.999,1.0,1.0,0.932
233.80031588,0.855,0.947,0.76,0.94,0.999,1.0,0.999,0.934
233.028374306,0.858,0.95,0.763,0.936,0.998,1.0,0.999,0.937
234.868444288,0.861,0.952,0.767,0.932,0.997,1.0,0.999,0.939
234.90473238,0.864,0.954,0.77,0.927,0.997,1.0,0.998,0.942
234.168455385,0.867,0.956,0.773,0.923,0.996,0.999,0.997,0.944
234.336339987,0.87,0.959,0.776,0.919,0.995,0.999,0.997,0.947
234.495185418,0.873,0.961,0.78,0.914,0.994,0.999,0.996,0.949
235.973585825,0.876,0.963,0.783,0.909,0.993,0.998,0.995,0.951
235.877230592,0.879,0.965,0.786,0.904,0.991,0.997,0.994,0.953
235.91783613,0.882,0.967,0.789,0.899,0.99,0.997,0.993,0.956
235.52341894,0.885,0.969,0.793,0.894,0.989,0.996,0.992,0.958
236.22164892,0.888,0.97,0.796,0.889,0.987,0.995,0.99,0.96
236.370995598,0.89,0.972,0.799,0.884,0.985,0.994,0.989,0.962
236.51414032,0.893,0.974,0.802,0.878,0.984,0.993,0.988,0.964
236.7646488,0.896,0.976,0.805,0.873,0.982,0.992,0.986,0.966
236.78179281,0.899,0.977,0.808,0.867,0.98,0.991,0.984,0.967
237.600461174,0.901,0.979,0.811,0.861,0.978,0.989,0.983,0.969
237.236090967,0.904,0.98,0.814,0.856,0.976,0.988,0.981,0.971
237.303067403,0.907,0.982,0.817,0.849,0.974,0.986,0.979,0.973
237.919034046,0.909,0.983,0.82,0.843,0.972,0.985,0.977,0.974
238.559615258,0.912,0.984,0.823,0.837,0.969,0.983,0.975,0.976
238.349267074,0.914,0.986,0.826,0.831,0.967,0.981,0.973,0.977
238.834395968,0.917,0.987,0.829,0.824,0.964,0.98,0.97,0.979
238.207452327,0.919,0.988,0.832,0.818,0.962,0.978,0.968,0.98
239.237128414,0.922,0.989,0.835,0.811,0.959,0.976,0.966,0.982
239.40751029,0.924,0.99,0.837,0.804,0.956,0.974,0.963,0.983
239.91962865,0.926,0.991,0.84,0.797,0.953,0.971,0.96,0.984
239.679743535,0.929,0.992,0.843,0.79,0.95,0.969,0.958,0.986
239.680081352,0.931,0.993,0.846,0.783,0.947,0.967,0.955,0.987
239.137867738,0.933,0.994,0.849,0.776,0.944,0.964,0.952,0.988
240.260484425,0.935,0.995,0.851,0.769,0.941,0.962,0.949,0.989
240.80014261,0.937,0.995,0.854,0.761,0.937,0.959,0.946,0.99
240.993875604,0.939,0.996,0.857,0.754,0.934,0.956,0.943,0.991
241.159787183,0.942,0.997,0.859,0.746,0.93,0.954,0.94,0.992
241.947624822,0.944,0.997,0.862,0.739,0.927,0.951,0.936,0.993
241.456319682,0.946,0.998,0.865,0.731,0.923,0.948,0.933,0.994
241.824518118,0.948,0.998,0.867,0.723,0.919,0.945,0.929,0.995
241.973348975,0.95,0.999,0.87,0.715,0.915,0.942,0.926,0.995
241.054915447,0.951,0.999,0.872,0.707,0.911,0.938,0.922,0.996
242.4620066,0.953,0.999,0.875,0.699,0.907,0.935,0.918,0.997
242.15072368,0.955,1.0,0.877,0.69,0.903,0.932,0.914,0.997
242.416121368,0.957,1.0,0.88,0.682,0.899,0.928,0.911,0.998
242.25492343,0.959,1.0,0.882,0.674,0.895,0.925,0.906,0.998
243.458311637,0.96,1.0,0.885,0.665,0.89,0.921,0.902,0.999
243.228089863,0.962,1.0,0.887,0.656,0.886,0.918,0.898,0.999
243.043854098,0.964,1.0,0.889,0.648,0.881,0.914,0.894,0.999
243.892241886,0.965,1.0,0.892,0.639,0.877,0.91,0.89,0.999
243.416359943,0.967,1.0,0.894,0.63,0.872,0.906,0.885,1.0
243.161048722,0.969,0.999,0.896,0.621,0.867,0.902,0.881,1.0
244.141045502,0.97,0.999,0.899,0.612,0.862,0.898,0.876,1.0
244.20649412,0.972,0.999,0.901,0.603,0.857,0.894,0.871,1.0
244.72047354,0.973,0.999,0.903,0.594,0.852,0.89,0.867,1.0
244.098742147,0.974,0.998,0.905,0.584,0.847,0.885,0.862,1.0
244.45640776,0.976,0.998,0.907,0.575,0.842,0.881,0.857,1.0
244.108528637,0.977,0.997,0.91,0.566,0.837,0.876,0.852,1.0
244.223519373,0.978,0.996,0.912,0.556,0.831,0.872,0.847,0.999
245.595645684,0.98,0.996,0.914,0.547,0.826,0.867,0.842,0.999
245.220327973,0.981,0.995,0.916,0.537,0.82,0.862,0.837,0.999
245.905657778,0.982,0.994,0.918,0.527,0.815,0.858,0.831,0.999
245.120377494,0.983,0.994,0.92,0.517,0.809,0.853,0.826,0.998
245.422634513,0.984,0.993,0.922,0.507,0.803,0.848,0.82,0.998
245.68197739,0.985,0.992,0.924,0.498,0.797,0.843,0.815,0.997
245.23668612,0.986,0.991,0.926,0.488,0.792,0.838,0.809,0.997
245.46062224,0.987,0.99,0.928,0.477,0.786,0.833,0.804,0.996
246.084097907,0.988,0.989,0.93,0.467,0.779,0.827,0.798,0.995
246.949418347,0.989,0.987,0.932,0.457,0.773,0.822,0.792,0.994
246.228474102,0.99,0.986,0.934,0.447,0.767,0.817,0.786,0.994
246.505959542,0.991,0.985,0.935,0.437,0.761,0.811,0.78,0.993
246.885349747,0.992,0.984,0.937,0.426,0.755,0.806,0.774,0.992
247.624153325,0.992,0.982,0.939,0.416,0.748,0.8,0.768,0.991
247.55670546,0.993,0.981,0.941,0.405,0.742,0.794,0.762,0.99
247.784487935,0.994,0.979,0.943,0.395,0.735,0.789,0.756,0.989
247.994994588,0.995,0.978,0.944,0.384,0.728,0.783,0.749,0.988
248.450831848,0.995,0.976,0.946,0.374,0.722,0.777,0.743,0.987
248.462717756,0.996,0.975,0.948,0.363,0.715,0.771,0.736,0.986
248.927967435,0.996,0.973,0.949,0.352,0.708,0.765,0.73,0.984
248.237041583,0.997,0.971,0.951,0.341,0.701,0.759,0.723,0.983
249.039244436,0.997,0.969,0.952,0.33,0.694,0.753,0.717,0.982
249.683440907,0.998,0.968,0.954,0.32,0.687,0.747,0.71,0.98
249.912516448,0.998,0.966,0.956,0.309,0.68,0.74,0.703,0.979
249.919315235,0.998,0.964,0.957,0.298,0.673,0.734,0.696,0.977
249.171449052,0.999,0.962,0.959,0.287,0.666,0.728,0.689,0.976
250.376021527,0.999,0.96,0.96,0.276,0.658,0.721,0.682,0.974
250.736137797,0.999,0.957,0.961,0.265,0.651,0.715,0.675,0.972
250.800378738,1.0,0.955,0.963,0.254,0.644,0.708,0.668,0.971
250.779277484,1.0,0.953,0.964,0.242,0.636,0.701,0.661,0.969
250.430786947,1.0,0.951,0.966,0.231,0.629,0.695,0.654,0.967
250.464938772,1.0,0.948,0.967,0.22,0.621,0.688,0.646,0.965
251.153639794,1.0,0.946,0.968,0.209,0.613,0.681,0.639,0.963
251.458357816,1.0,0.944,0.97,0.198,0.606,0.674,0.632,0.961
251.5456794,1.0,0.941,0.971,0.186,0.598,0.667,0.624,0.959
251.465068617,1.0,0.939,0.972,0.175,0.59,0.66,0.617,0.957
251.548899838,1.0,0.936,0.973,0.164,0.582,0.653,0.609,0.955
252.00727004,1.0,0.933,0.974,0.152,0.574,0.646,0.601,0.953
252.496664724,1.0,0.931,0.976,0.141,0.566,0.639,0.594,0.951
252.22855272,0.999,0.928,0.977,0.13,0.558,0.631,0.586,0.949
252.76587998,0.999,0.925,0.978,0.118,0.55,0.624,0.578,0.946
252.89406606,0.999,0.922,0.979,0.107,0.542,0.617,0.57,0.944
253.558552028,0.998,0.919,0.98,0.095,0.534,0.609,0.562,0.942
253.201741677,0.998,0.916,0.981,0.084,0.525,0.602,0.554,0.939
253.672471328,0.998,0.913,0.982,0.072,0.517,0.594,0.546,0.937
253.397499885,0.997,0.91,0.983,0.061,0.509,0.587,0.538,0.934
254.304654325,0.997,0.907,0.984,0.049,0.5,0.579,0.53,0.931
254.575489783,0.996,0.904,0.985,0.038,0.492,0.572,0.522,0.929
254.350085635,0.996,0.901,0.986,0.026,0.483,0.564,0.514,0.926
254.071043465,0.995,0.898,0.986,0.015,0.475,0.556,0.506,0.923
254.748026348,0.995,0.894,0.987,0.003,0.466,0.548,0.497,0.921
254.73579101,0.994,0.891,0.988,-0.008,0.458,0.54,0.489,0.918
254.49180031,0.993,0.887,0.989,-0.02,0.449,0.532,0.48,0.915
255.75580459,0.992,0.884,0.99,-0.031,0.44,0.524,0.472,0.912
255.116204476,0.992,0.88,0.99,-0.043,0.432,0.516,0.464,0.909
255.7548512,0.991,0.877,0.991,-0.054,0.423,0.508,0.455,0.906
255.64753195,0.99,0.873,0.992,-0.065,0.414,0.5,0.446,0.903
255.107559204,0.989,0.87,0.992,-0.077,0.405,0.492,0.438,0.9
256.2642088,0.988,0.866,0.993,-0.088,0.396,0.484,0.429,0.896
256.665192784,0.987,0.862,0.994,-0.1,0.387,0.476,0.42,0.893
256.071807244,0.986,0.858,0.994,-0.111,0.378,0.467,0.412,0.89
257.033276966,0.985,0.855,0.995,-0.123,0.369,0.459,0.403,0.887
257.86286372,0.984,0.851,0.995,-0.134,0.36,0.451,0.394,0.883
257.326267856,0.983,0.847,0.996,-0.145,0.351,0.442,0.385,0.88
257.96795216,0.982,0.843,0.996,-0.157,0.342,0.434,0.376,0.876
257.80343543,0.981,0.839,0.997,-0.168,0.333,0.426,0.368,0.873
257.57787008,0.98,0.835,0.997,-0.179,0.324,0.417,0.359,0.869
258.14651947,0.978,0.83,0.997,-0.191,0.314,0.408,0.35,0.866
258.47819097,0.977,0.826,0.998,-0.202,0.305,0.4,0.341,0.862
258.73365084,0.976,0.822,0.998,-0.213,0.296,0.391,0.332,0.858
258.171307353,0.974,0.818,0.998,-0.225,0.286,0.383,0.323,0.855
259.13466362,0.973,0.814,0.999,-0.236,0.277,0.374,0.313,0.851
259.328290763,0.972,0.809,0.999,-0.247,0.268,0.365,0.304,0.847
259.580632806,0.97,0.805,0.999,-0.258,0.258,0.356,0.295,0.843
259.607837287,0.969,0.8,0.999,-0.269,0.249,0.348,0.286,0.839
260.526490803,0.967,0.796,1.0,-0.28,0.24,0.339,0.277,0.835
260.818619114,0.965,0.791,1.0,-0.291,0.23,0.33,0.267,0.831
260.454374817,0.964,0.787,1.0,-0.302,0.221,0.321,0.258,0.827
260.099949273,0.962,0.782,1.0,-0.313,0.211,0.312,0.249,0.823
261.88675134,0.96,0.777,1.0,-0.324,0.202,0.303,0.24,0.819
261.233014383,0.959,0.773,1.0,-0.335,0.192,0.294,0.23,0.815
261.31560233,0.957,0.768,1.0,-0.346,0.182,0.285,0.221,0.811
261.36679629,0.955,0.763,1.0,-0.356,0.173,0.276,0.212,0.807
261.572403567,0.953,0.758,1.0,-0.367,0.163,0.267,0.202,0.802
261.234141575,0.951,0.753,1.0,-0.378,0.154,0.258,0.193,0.798
262.995668724,0.95,0.749,1.0,-0.388,0.144,0.249,0.183,0.794
262.89829949,0.948,0.744,1.0,-0.399,0.134,0.24,0.174,0.789
262.342356075,0.946,0.739,0.999,-0.409,0.125,0.231,0.164,0.785
262.83587486,0.944,0.733,0.999,-0.42,0.115,0.222,0.155,0.78
262.6960995,0.942,0.728,0.999,-0.43,0.105,0.213,0.145,0.776
263.2108512,0.939,0.723,0.999,-0.441,0.096,0.204,0.136,0.771
263.687942175,0.937,0.718,0.999,-0.451,0.086,0.194,0.126,0.766
263.40298007,0.935,0.713,0.998,-0.461,0.076,0.185,0.117,0.762
263.70143227,0.933,0.708,0.998,-0.471,0.067,0.176,0.107,0.757
264.556603043,0.931,0.702,0.998,-0.481,0.057,0.167,0.098,0.752
264.35557491,0.929,0.697,0.997,-0.491,0.047,0.157,0.088,0.748
264.43541877,0.926,0.692,0.997,-0.501,0.038,0.148,0.079,0.743
264.446623216,0.924,0.686,0.997,-0.511,0.028,0.139,0.069,0.738
264.286039,0.922,0.681,0.996,-0.521,0.018,0.13,0.06,0.733
265.74118594,0.919,0.675,0.996,-0.531,0.008,0.12,0.05,0.728
265.025158695,0.917,0.67,0.995,-0.541,-0.001,0.111,0.04,0.723
265.29203156,0.914,0.664,0.995,-0.55,-0.011,0.102,0.031,0.718
265.26534499,0.912,0.659,0.994,-0.56,-0.021,0.092,0.021,0.713
266.16047062,0.909,0.653,0.993,-0.569,-0.031,0.083,0.012,0.708
266.25403543,0.907,0.647,0.993,-0.579,-0.04,0.074,0.002,0.703
266.698275427,0.904,0.642,0.992,-0.588,-0.05,0.064,-0.008,0.698
266.67089863,0.901,0.636,0.992,-0.597,-0.06,0.055,-0.017,0.693
267.98007576,0.899,0.63,0.991,-0.607,-0.069,0.045,-0.027,0.687
267.63873271,0.896,0.624,0.99,-0.616,-0.079,0.036,-0.036,0.682
267.20360617,0.893,0.619,0.989,-0.625,-0.089,0.027,-0.046,0.677
267.79071119,0.89,0.613,0.989,-0.634,-0.099,0.017,-0.056,0.671
267.40557084,0.888,0.607,0.988,-0.642,-0.108,0.008,-0.065,0.666
267.35256043,0.885,0.601,0.987,-0.651,-0.118,-0.001,-0.075,0.661
267.4377344,0.882,0.595,0.986,-0.66,-0.128,-0.011,-0.084,0.655
268.58930068,0.879,0.589,0.985,-0.669,-0.137,-0.02,-0.094,0.65
268.86047075,0.876,0.583,0.984,-0.677,-0.147,-0.03,-0.103,0.644
268.228015673,0.873,0.577,0.984,-0.685,-0.156,-0.039,-0.113,0.639
268.523947453,0.87,0.571,0.983,-0.694,-0.166,-0.048,-0.123,0.633
268.06573492,0.867,0.564,0.982,-0.702,-0.176,-0.058,-0.132,0.627
269.97753295,0.864,0.558,0.981,-0.71,-0.185,-0.067,-0.142,0.622
269.13612518,0.861,0.552,0.98,-0.718,-0.195,-0.076,-0.151,0.616
269.66635984,0.858,0.546,0.979,-0.726,-0.204,-0.086,-0.161,0.61
269.471653253,0.855,0.54,0.977,-0.734,-0.214,-0.095,-0.17,0.605
270.34107047,0.851,0.533,0.976,-0.742,-0.223,-0.104,-0.18,0.599
270.354165684,0.848,0.527,0.975,-0.749,-0.233,-0.114,-0.189,0.593
270.422671837,0.845,0.521,0.974,-0.757,-0.242,-0.123,-0.198,0.587
270.44326386,0.842,0.514,0.973,-0.764,-0.252,-0.132,-0.208,0.581
271.39358731,0.838,0.508,0.972,-0.772,-0.261,-0.142,-0.217,0.576
271.3115573,0.835,0.501,0.97,-0.779,-0.27,-0.151,-0.227,0.57
271.51463272,0.831,0.495,0.969,-0.786,-0.28,-0.16,-0.236,0.564
271.94585084,0.828,0.489,0.968,-0.793,-0.289,-0.17,-0.245,0.558
272.363484005,0.825,0.482,0.967,-0.8,-0.298,-0.179,-0.254,0.552
272.61920532,0.821,0.475,0.965,-0.807,-0.308,-0.188,-0.264,0.546
272.1425388,0.818,0.469,0.964,-0.814,-0.317,-0.197,-0.273,0.54
272.317455413,0.814,0.462,0.963,-0.82,-0.326,-0.206,-0.282,0.534
272.858536645,0.81,0.456,0.961,-0.827,-0.335,-0.216,-0.291,0.527
273.34853706,0.807,0.449,0.96,-0.833,-0.344,-0.225,-0.301,0.521
273.79348001,0.803,0.442,0.958,-0.84,-0.354,-0.234,-0.31,0.515
273.22345441,0.8,0.436,0.957,-0.846,-0.363,-0.243,-0.319,0.509
